name,time,windspeed_ZMW
windgeber_ZMW,1706910377000000000,10.1
windgeber_ZMW,1706910977000000000,10.3
windgeber_ZMW,1706911577000000000,9.1
windgeber_ZMW,1706912177000000000,9.3
windgeber_ZMW,1706912777000000000,8.8
windgeber_ZMW,1706913377000000000,8.7
windgeber_ZMW,1706913977000000000,9.7
windgeber_ZMW,1706914577000000000,8.6
windgeber_ZMW,1706915177000000000,9.5
windgeber_ZMW,1706915777000000000,8.9
windgeber_ZMW,1706916377000000000,9.1
windgeber_ZMW,1706916977000000000,9.8
windgeber_ZMW,1706917577000000000,9.9
windgeber_ZMW,1706918177000000000,10
windgeber_ZMW,1706918777000000000,9.1
windgeber_ZMW,1706919377000000000,10.1
windgeber_ZMW,1706919977000000000,9.6
windgeber_ZMW,1706920577000000000,9.6
windgeber_ZMW,1706921178000000000,8.9
windgeber_ZMW,1706921778000000000,9.2
windgeber_ZMW,1706922378000000000,9.4
windgeber_ZMW,1706922978000000000,8.9
windgeber_ZMW,1706923578000000000,9
windgeber_ZMW,1706924178000000000,8.6
windgeber_ZMW,1706924778000000000,9.5
windgeber_ZMW,1706925378000000000,9.7
windgeber_ZMW,1706925978000000000,8.6
windgeber_ZMW,1706926578000000000,9
